2020-03-08,3
2020-03-09,8
2020-03-10,13
2020-03-11,14
2020-03-12,16
2020-03-13,17
2020-03-14,18
2020-03-15,22
2020-03-16,22
2020-03-17,29
2020-03-18,38
2020-03-19,44
2020-03-20,45
2020-03-21,68
2020-03-22,90
2020-03-23,105
2020-03-24,124
2020-03-25,147
2020-03-26,179
2020-03-27,236
2020-03-28,298
2020-03-29,336
2020-03-30,424
2020-03-31,498
2020-04-01,549
2020-04-02,614
2020-04-03,699
2020-04-04,786
2020-04-05,868
2020-04-06,946
2020-04-07,1048
2020-04-08,1145
2020-04-09,1270
2020-04-10,1388
2020-04-11,1510
2020-04-12,1587
2020-04-13,1710
2020-04-14,1899
2020-04-15,1995
2020-04-16,2141
2020-04-17,2332
2020-04-18,2513
2020-04-19,2915
2020-04-20,3175
2020-04-21,3641
2020-04-22,3764
2020-04-23,3939
2020-04-24,4459
2020-04-25,5109
2020-04-26,5490
2020-04-27,5868
2020-04-28,6376
2020-04-29,6843
2020-04-30,7145
2020-05-01,7883
2020-05-02,8641
2020-05-03,9169
2020-05-04,9703
2020-05-05,10111
2020-05-06,10404
2020-05-07,11059
2020-05-08,11457
2020-05-09,11671
2020-05-10,11959
2020-05-11,12373
2020-05-12,12912
2020-05-13,13289
2020-05-14,13675
2020-05-15,14049
2020-05-16,14328
2020-05-17,14651
2020-05-18,14955
2020-05-19,15296
2020-05-20,15868
2020-05-21,16170
2020-05-22,16510
2020-05-23,16898
2020-05-24,17434
2020-05-25,17628
2020-05-26,17999
2020-05-27,18446
2020-05-28,18672
2020-05-29,19019
2020-05-30,19336
2020-05-31,19621
2020-06-01,19789
2020-06-02,20017
2020-06-03,20376
2020-06-04,20943
2020-06-05,21332
2020-06-06,21527
2020-06-07,21794
2020-06-08,22111
2020-06-09,22271
2020-06-10,22733
2020-06-11,23103
2020-06-12,23455
2020-06-13,23792
2020-06-14,23959
2020-06-15,24110
2020-06-16,24263
2020-06-17,24616
2020-06-18,24959
2020-06-19,25424
2020-06-20,25552
